user_id,password,role
emma.rodriguez4@sjsu.edu,welcomeemma,student
alex.davis9@sjsu.edu,welcomealex,student
david.miller10@sjsu.edu,welcomedavid,student
david.jones10@sjsu.edu,welcomedavid,student
laura.jones7@sjsu.edu,welcomelaura,student
laura.davis8@sjsu.edu,welcomelaura,student
david.smith7@sjsu.edu,welcomedavid,student
emily.jones3@sjsu.edu,welcomeemily,student
michael.jones9@sjsu.edu,welcomemichael,student
robert.davis2@sjsu.edu,welcomerobert,student
john.johnson5@sjsu.edu,welcomejohn,student
emily.miller8@sjsu.edu,welcomeemily,student
robert.smith9@sjsu.edu,welcomerobert,student
jane.brown6@sjsu.edu,welcomejane,student
robert.martinez7@sjsu.edu,welcomerobert,student
jane.johnson7@sjsu.edu,welcomejane,student
laura.brown4@sjsu.edu,welcomelaura,student
jane.johnson8@sjsu.edu,welcomejane,student
alex.rodriguez4@sjsu.edu,welcomealex,student
sarah.williams7@sjsu.edu,welcomesarah,student
michael.johnson6@sjsu.edu,welcomemichael,student
laura.johnson6@sjsu.edu,welcomelaura,student
alex.garcia8@sjsu.edu,welcomealex,student
john.williams7@sjsu.edu,welcomejohn,student
laura.garcia5@sjsu.edu,welcomelaura,student
jane.johnson9@sjsu.edu,welcomejane,student
alex.martinez7@sjsu.edu,welcomealex,student
laura.williams5@sjsu.edu,welcomelaura,student
laura.miller2@sjsu.edu,welcomelaura,student
david.davis8@sjsu.edu,welcomedavid,student
laura.brown5@sjsu.edu,welcomelaura,student
michael.smith7@sjsu.edu,welcomemichael,student
laura.smith9@sjsu.edu,welcomelaura,student
laura.martinez7@sjsu.edu,welcomelaura,student
laura.brown6@sjsu.edu,welcomelaura,student
john.rodriguez7@sjsu.edu,welcomejohn,student
emma.smith3@sjsu.edu,welcomeemma,student
emily.rodriguez4@sjsu.edu,welcomeemily,student
alex.jones10@sjsu.edu,welcomealex,student
michael.jones10@sjsu.edu,welcomemichael,student
jane.williams4@sjsu.edu,welcomejane,student
sarah.martinez5@sjsu.edu,welcomesarah,student
robert.williams2@sjsu.edu,welcomerobert,student
jane.williams5@sjsu.edu,welcomejane,student
alex.miller5@sjsu.edu,welcomealex,student
emily.jones4@sjsu.edu,welcomeemily,student
emma.martinez6@sjsu.edu,welcomeemma,student
jane.williams6@sjsu.edu,welcomejane,student
laura.garcia6@sjsu.edu,welcomelaura,student
emily.brown6@sjsu.edu,welcomeemily,student
robert.miller5@sjsu.edu,welcomerobert,student
laura.davis9@sjsu.edu,welcomelaura,student
michael.brown6@sjsu.edu,welcomemichael,student
laura.miller3@sjsu.edu,welcomelaura,student
alex.johnson8@sjsu.edu,welcomealex,student
john.jones10@sjsu.edu,welcomejohn,student
emma.davis9@sjsu.edu,welcomeemma,student
alex.brown8@sjsu.edu,welcomealex,student
david.miller11@sjsu.edu,welcomedavid,student
michael.johnson7@sjsu.edu,welcomemichael,student
emma.martinez7@sjsu.edu,welcomeemma,student
emma.miller3@sjsu.edu,welcomeemma,student
john.brown2@sjsu.edu,welcomejohn,student
emily.rodriguez5@sjsu.edu,welcomeemily,student
laura.johnson7@sjsu.edu,welcomelaura,student
jane.williams7@sjsu.edu,welcomejane,student
emma.miller4@sjsu.edu,welcomeemma,student
michael.davis7@sjsu.edu,welcomemichael,student
alex.brown9@sjsu.edu,welcomealex,student
laura.williams6@sjsu.edu,welcomelaura,student
emily.smith4@sjsu.edu,welcomeemily,student
emily.jones5@sjsu.edu,welcomeemily,student
emma.jones9@sjsu.edu,welcomeemma,student
laura.smith10@sjsu.edu,welcomelaura,student
jane.miller6@sjsu.edu,welcomejane,student
laura.jones8@sjsu.edu,welcomelaura,student
jane.davis4@sjsu.edu,welcomejane,student
john.johnson6@sjsu.edu,welcomejohn,student
robert.brown2@sjsu.edu,welcomerobert,student
alex.rodriguez5@sjsu.edu,welcomealex,student
michael.jones11@sjsu.edu,welcomemichael,student
david.davis9@sjsu.edu,welcomedavid,student
sarah.brown5@sjsu.edu,welcomesarah,student
jane.brown7@sjsu.edu,welcomejane,student
jane.brown8@sjsu.edu,welcomejane,student
david.martinez7@sjsu.edu,welcomedavid,student
laura.davis10@sjsu.edu,welcomelaura,student
michael.johnson8@sjsu.edu,welcomemichael,student
laura.smith11@sjsu.edu,welcomelaura,student
laura.garcia7@sjsu.edu,welcomelaura,student
john.jones11@sjsu.edu,welcomejohn,student
emily.rodriguez6@sjsu.edu,welcomeemily,student
jane.johnson10@sjsu.edu,welcomejane,student
alex.miller6@sjsu.edu,welcomealex,student
michael.garcia5@sjsu.edu,welcomemichael,student
alex.jones11@sjsu.edu,welcomealex,student
laura.brown7@sjsu.edu,welcomelaura,student
david.johnson7@sjsu.edu,welcomedavid,student
david.garcia6@sjsu.edu,welcomedavid,student
robert.miller6@sjsu.edu,welcomerobert,student
emma.johnson1@sjsu.edu,welcomeemma,student
alex.garcia9@sjsu.edu,welcomealex,student
laura.martinez8@sjsu.edu,welcomelaura,student
emily.martinez4@sjsu.edu,welcomeemily,student
emma.brown10@sjsu.edu,welcomeemma,student
robert.martinez8@sjsu.edu,welcomerobert,student
david.brown7@sjsu.edu,welcomedavid,student
jane.jones4@sjsu.edu,welcomejane,student
michael.brown7@sjsu.edu,welcomemichael,student
alex.miller7@sjsu.edu,welcomealex,student
emily.brown7@sjsu.edu,welcomeemily,student
alex.rodriguez6@sjsu.edu,welcomealex,student
robert.davis3@sjsu.edu,welcomerobert,student
michael.martinez4@sjsu.edu,welcomemichael,student
emily.miller9@sjsu.edu,welcomeemily,student
laura.garcia8@sjsu.edu,welcomelaura,student
emma.brown11@sjsu.edu,welcomeemma,student
robert.williams3@sjsu.edu,welcomerobert,student
john.garcia6@sjsu.edu,welcomejohn,student
sarah.garcia5@sjsu.edu,welcomesarah,student
laura.smith12@sjsu.edu,welcomelaura,student
michael.davis8@sjsu.edu,welcomemichael,student
sarah.johnson4@sjsu.edu,welcomesarah,student
emily.miller10@sjsu.edu,welcomeemily,student
emily.martinez5@sjsu.edu,welcomeemily,student
john.rodriguez8@sjsu.edu,welcomejohn,student
sarah.martinez6@sjsu.edu,welcomesarah,student
emma.garcia5@sjsu.edu,welcomeemma,student
david.rodriguez6@sjsu.edu,welcomedavid,student
alex.rodriguez7@sjsu.edu,welcomealex,student
michael.williams4@sjsu.edu,welcomemichael,student
sarah.smith7@sjsu.edu,welcomesarah,student
jane.garcia4@sjsu.edu,welcomejane,student
laura.martinez9@sjsu.edu,welcomelaura,student
emily.brown8@sjsu.edu,welcomeemily,student
alex.smith5@sjsu.edu,welcomealex,student
jane.smith5@sjsu.edu,welcomejane,student
jane.martinez3@sjsu.edu,welcomejane,student
laura.smith13@sjsu.edu,welcomelaura,student
emma.garcia6@sjsu.edu,welcomeemma,student
john.martinez2@sjsu.edu,welcomejohn,student
emily.miller11@sjsu.edu,welcomeemily,student
emma.smith4@sjsu.edu,welcomeemma,student
john.martinez3@sjsu.edu,welcomejohn,student
robert.davis4@sjsu.edu,welcomerobert,student
jane.johnson11@sjsu.edu,welcomejane,student
john.rodriguez9@sjsu.edu,welcomejohn,student
emily.rodriguez7@sjsu.edu,welcomeemily,student
laura.williams7@sjsu.edu,welcomelaura,student
jane.miller7@sjsu.edu,welcomejane,student
emma.garcia7@sjsu.edu,welcomeemma,student
laura.rodriguez4@sjsu.edu,welcomelaura,student
david.miller12@sjsu.edu,welcomedavid,student
jane.rodriguez5@sjsu.edu,welcomejane,student
jane.johnson12@sjsu.edu,welcomejane,student
david.martinez8@sjsu.edu,welcomedavid,student
jane.jones5@sjsu.edu,welcomejane,student
emma.johnson2@sjsu.edu,welcomeemma,student
alex.rodriguez8@sjsu.edu,welcomealex,student
robert.miller7@sjsu.edu,welcomerobert,student
emily.jones6@sjsu.edu,welcomeemily,student
sarah.johnson5@sjsu.edu,welcomesarah,student
emily.williams5@sjsu.edu,welcomeemily,student
emily.martinez6@sjsu.edu,welcomeemily,student
emily.davis5@sjsu.edu,welcomeemily,student
david.johnson8@sjsu.edu,welcomedavid,student
alex.garcia10@sjsu.edu,welcomealex,student
jane.rodriguez6@sjsu.edu,welcomejane,student
sarah.williams8@sjsu.edu,welcomesarah,student
laura.davis11@sjsu.edu,welcomelaura,student
david.williams7@sjsu.edu,welcomedavid,student
john.martinez4@sjsu.edu,welcomejohn,student
michael.brown8@sjsu.edu,welcomemichael,student
alex.miller8@sjsu.edu,welcomealex,student
emily.davis6@sjsu.edu,welcomeemily,student
david.martinez9@sjsu.edu,welcomedavid,student
jane.martinez4@sjsu.edu,welcomejane,student
john.brown3@sjsu.edu,welcomejohn,student
sarah.johnson6@sjsu.edu,welcomesarah,student
michael.johnson9@sjsu.edu,welcomemichael,student
robert.davis5@sjsu.edu,welcomerobert,student
emma.garcia8@sjsu.edu,welcomeemma,student
laura.garcia9@sjsu.edu,welcomelaura,student
emily.martinez7@sjsu.edu,welcomeemily,student
emily.garcia10@sjsu.edu,welcomeemily,student
laura.davis12@sjsu.edu,welcomelaura,student
michael.garcia6@sjsu.edu,welcomemichael,student
emily.brown9@sjsu.edu,welcomeemily,student
alex.davis10@sjsu.edu,welcomealex,student
emily.garcia11@sjsu.edu,welcomeemily,student
alex.rodriguez9@sjsu.edu,welcomealex,student
john.jones12@sjsu.edu,welcomejohn,student
jane.jones6@sjsu.edu,welcomejane,student
david.smith8@sjsu.edu,welcomedavid,student
michael.miller6@sjsu.edu,welcomemichael,student
jane.miller8@sjsu.edu,welcomejane,student
laura.davis13@sjsu.edu,welcomelaura,student
jane.martinez5@sjsu.edu,welcomejane,student
robert.martinez9@sjsu.edu,welcomerobert,student
alex.garcia11@sjsu.edu,welcomealex,student
robert.garcia4@sjsu.edu,welcomerobert,student
david.martinez10@sjsu.edu,welcomedavid,student
robert.martinez10@sjsu.edu,welcomerobert,student
alex.rodriguez10@sjsu.edu,welcomealex,student
emily.smith5@sjsu.edu,welcomeemily,student
laura.martinez10@sjsu.edu,welcomelaura,student
david.smith9@sjsu.edu,welcomedavid,student
sarah.jones9@sjsu.edu,welcomesarah,student
jane.martinez6@sjsu.edu,welcomejane,student
alex.rodriguez11@sjsu.edu,welcomealex,student
robert.miller8@sjsu.edu,welcomerobert,student
jane.smith6@sjsu.edu,welcomejane,student
sarah.garcia6@sjsu.edu,welcomesarah,student
emily.smith6@sjsu.edu,welcomeemily,student
alex.williams5@sjsu.edu,welcomealex,student
john.johnson7@sjsu.edu,welcomejohn,student
emily.jones7@sjsu.edu,welcomeemily,student
alex.garcia12@sjsu.edu,welcomealex,student
sarah.garcia7@sjsu.edu,welcomesarah,student
emma.davis10@sjsu.edu,welcomeemma,student
robert.williams4@sjsu.edu,welcomerobert,student
laura.brown8@sjsu.edu,welcomelaura,student
michael.garcia7@sjsu.edu,welcomemichael,student
sarah.johnson7@sjsu.edu,welcomesarah,student
john.brown4@sjsu.edu,welcomejohn,student
emily.williams6@sjsu.edu,welcomeemily,student
jane.davis5@sjsu.edu,welcomejane,student
alex.garcia13@sjsu.edu,welcomealex,student
john.smith3@sjsu.edu,welcomejohn,student
emily.brown10@sjsu.edu,welcomeemily,student
jane.jones7@sjsu.edu,welcomejane,student
laura.johnson8@sjsu.edu,welcomelaura,student
alex.garcia14@sjsu.edu,welcomealex,student
michael.jones12@sjsu.edu,welcomemichael,student
david.miller13@sjsu.edu,welcomedavid,student
sarah.miller5@sjsu.edu,welcomesarah,student
michael.johnson10@sjsu.edu,welcomemichael,student
john.davis6@sjsu.edu,welcomejohn,student
robert.smith10@sjsu.edu,welcomerobert,student
alex.garcia15@sjsu.edu,welcomealex,student
michael.smith8@sjsu.edu,welcomemichael,student
sarah.rodriguez6@sjsu.edu,welcomesarah,student
michael.brown9@sjsu.edu,welcomemichael,student
michael.brown10@sjsu.edu,welcomemichael,student
alex.davis11@sjsu.edu,welcomealex,student
emily.davis7@sjsu.edu,welcomeemily,student
emily.williams7@sjsu.edu,welcomeemily,student
laura.martinez11@sjsu.edu,welcomelaura,student
michael.williams5@sjsu.edu,welcomemichael,student
alex.smith6@sjsu.edu,welcomealex,student
robert.smith11@sjsu.edu,welcomerobert,student
emily.williams8@sjsu.edu,welcomeemily,student
laura.rodriguez5@sjsu.edu,welcomelaura,student
jane.garcia5@sjsu.edu,welcomejane,student
alex.rodriguez12@sjsu.edu,welcomealex,student
david.martinez11@sjsu.edu,welcomedavid,student
alex.miller9@sjsu.edu,welcomealex,student
laura.davis14@sjsu.edu,welcomelaura,student
michael.martinez5@sjsu.edu,welcomemichael,student
john.jones13@sjsu.edu,welcomejohn,student
emily.smith7@sjsu.edu,welcomeemily,student
david.davis10@sjsu.edu,welcomedavid,student
emma.rodriguez5@sjsu.edu,welcomeemma,student
sarah.garcia8@sjsu.edu,welcomesarah,student
david.brown8@sjsu.edu,welcomedavid,student
emily.smith8@sjsu.edu,welcomeemily,student
alex.jones12@sjsu.edu,welcomealex,student
alex.martinez8@sjsu.edu,welcomealex,student
emma.martinez8@sjsu.edu,welcomeemma,student
jane.martinez7@sjsu.edu,welcomejane,student
emma.miller5@sjsu.edu,welcomeemma,student
david.garcia7@sjsu.edu,welcomedavid,student
emily.williams9@sjsu.edu,welcomeemily,student
david.davis11@sjsu.edu,welcomedavid,student
john.martinez5@sjsu.edu,welcomejohn,student
emily.martinez8@sjsu.edu,welcomeemily,student
laura.miller4@sjsu.edu,welcomelaura,student
john.brown5@sjsu.edu,welcomejohn,student
michael.williams6@sjsu.edu,welcomemichael,student
emma.williams4@sjsu.edu,welcomeemma,student
alex.davis12@sjsu.edu,welcomealex,student
sarah.rodriguez7@sjsu.edu,welcomesarah,student
john.williams8@sjsu.edu,welcomejohn,student
robert.davis6@sjsu.edu,welcomerobert,student
michael.williams7@sjsu.edu,welcomemichael,student
robert.garcia5@sjsu.edu,welcomerobert,student
john.johnson8@sjsu.edu,welcomejohn,student
michael.smith9@sjsu.edu,welcomemichael,student
robert.johnson9@sjsu.edu,welcomerobert,student
john.miller3@sjsu.edu,welcomejohn,student
emily.williams10@sjsu.edu,welcomeemily,student
emily.garcia12@sjsu.edu,welcomeemily,student
david.davis12@sjsu.edu,welcomedavid,student
emma.jones10@sjsu.edu,welcomeemma,student
michael.garcia8@sjsu.edu,welcomemichael,student
alex.rodriguez13@sjsu.edu,welcomealex,student
jane.garcia6@sjsu.edu,welcomejane,student
sarah.smith8@sjsu.edu,welcomesarah,student
jane.smith7@sjsu.edu,welcomejane,student
michael.miller7@sjsu.edu,welcomemichael,student
robert.johnson10@sjsu.edu,welcomerobert,student
sarah.martinez7@sjsu.edu,welcomesarah,student
alex.smith7@sjsu.edu,welcomealex,student
laura.williams8@sjsu.edu,welcomelaura,student
sarah.martinez8@sjsu.edu,welcomesarah,student
laura.rodriguez6@sjsu.edu,welcomelaura,student
sarah.johnson8@sjsu.edu,welcomesarah,student
emma.jones11@sjsu.edu,welcomeemma,student
alex.rodriguez14@sjsu.edu,welcomealex,student
jane.miller9@sjsu.edu,welcomejane,student
robert.williams5@sjsu.edu,welcomerobert,student
michael.johnson11@sjsu.edu,welcomemichael,student
emma.miller6@sjsu.edu,welcomeemma,student
john.smith4@sjsu.edu,welcomejohn,student
robert.garcia6@sjsu.edu,welcomerobert,student
david.garcia8@sjsu.edu,welcomedavid,student
emily.davis8@sjsu.edu,welcomeemily,student
emily.martinez9@sjsu.edu,welcomeemily,student
jane.garcia7@sjsu.edu,welcomejane,student
david.rodriguez7@sjsu.edu,welcomedavid,student
jane.johnson13@sjsu.edu,welcomejane,student
laura.davis15@sjsu.edu,welcomelaura,student
jane.johnson14@sjsu.edu,welcomejane,student
sarah.brown6@sjsu.edu,welcomesarah,student
david.williams8@sjsu.edu,welcomedavid,student
laura.johnson9@sjsu.edu,welcomelaura,student
alex.martinez9@sjsu.edu,welcomealex,student
michael.johnson12@sjsu.edu,welcomemichael,student
laura.smith14@sjsu.edu,welcomelaura,student
robert.martinez11@sjsu.edu,welcomerobert,student
michael.jones13@sjsu.edu,welcomemichael,student
david.jones11@sjsu.edu,welcomedavid,student
laura.smith15@sjsu.edu,welcomelaura,student
michael.rodriguez7@sjsu.edu,welcomemichael,student
jane.smith8@sjsu.edu,welcomejane,student
laura.williams9@sjsu.edu,welcomelaura,student
jane.williams8@sjsu.edu,welcomejane,student
michael.miller8@sjsu.edu,welcomemichael,student
sarah.martinez9@sjsu.edu,welcomesarah,student
sarah.smith9@sjsu.edu,welcomesarah,student
alex.martinez10@sjsu.edu,welcomealex,student
robert.johnson11@sjsu.edu,welcomerobert,student
jane.davis6@sjsu.edu,welcomejane,student
emily.davis9@sjsu.edu,welcomeemily,student
michael.johnson13@sjsu.edu,welcomemichael,student
robert.williams6@sjsu.edu,welcomerobert,student
robert.johnson12@sjsu.edu,welcomerobert,student
emma.miller7@sjsu.edu,welcomeemma,student
emma.garcia9@sjsu.edu,welcomeemma,student
michael.jones14@sjsu.edu,welcomemichael,student
sarah.miller6@sjsu.edu,welcomesarah,student
emma.miller8@sjsu.edu,welcomeemma,student
emma.miller9@sjsu.edu,welcomeemma,student
david.davis13@sjsu.edu,welcomedavid,student
emily.williams11@sjsu.edu,welcomeemily,student
emma.rodriguez6@sjsu.edu,welcomeemma,student
alex.rodriguez15@sjsu.edu,welcomealex,student
jane.smith9@sjsu.edu,welcomejane,student
jane.johnson15@sjsu.edu,welcomejane,student
alex.rodriguez16@sjsu.edu,welcomealex,student
emily.smith9@sjsu.edu,welcomeemily,student
david.rodriguez8@sjsu.edu,welcomedavid,student
jane.garcia8@sjsu.edu,welcomejane,student
david.jones12@sjsu.edu,welcomedavid,student
john.rodriguez10@sjsu.edu,welcomejohn,student
emma.davis11@sjsu.edu,welcomeemma,student
robert.martinez12@sjsu.edu,welcomerobert,student
david.brown9@sjsu.edu,welcomedavid,student
alex.williams6@sjsu.edu,welcomealex,student
john.garcia7@sjsu.edu,welcomejohn,student
robert.brown3@sjsu.edu,welcomerobert,student
robert.rodriguez5@sjsu.edu,welcomerobert,student
michael.davis9@sjsu.edu,welcomemichael,student
michael.jones15@sjsu.edu,welcomemichael,student
jane.garcia9@sjsu.edu,welcomejane,student
laura.brown9@sjsu.edu,welcomelaura,student
laura.johnson10@sjsu.edu,welcomelaura,student
laura.davis16@sjsu.edu,welcomelaura,student
sarah.jones10@sjsu.edu,welcomesarah,student
laura.miller5@sjsu.edu,welcomelaura,student
laura.williams10@sjsu.edu,welcomelaura,student
david.garcia9@sjsu.edu,welcomedavid,student
robert.williams7@sjsu.edu,welcomerobert,student
jane.miller10@sjsu.edu,welcomejane,student
laura.rodriguez7@sjsu.edu,welcomelaura,student
michael.jones16@sjsu.edu,welcomemichael,student
jane.garcia10@sjsu.edu,welcomejane,student
emily.garcia13@sjsu.edu,welcomeemily,student
sarah.davis3@sjsu.edu,welcomesarah,student
jane.johnson16@sjsu.edu,welcomejane,student
john.johnson9@sjsu.edu,welcomejohn,student
david.davis14@sjsu.edu,welcomedavid,student
john.garcia8@sjsu.edu,welcomejohn,student
jane.smith10@sjsu.edu,welcomejane,student
robert.johnson13@sjsu.edu,welcomerobert,student
robert.miller9@sjsu.edu,welcomerobert,student
laura.rodriguez8@sjsu.edu,welcomelaura,student
laura.rodriguez9@sjsu.edu,welcomelaura,student
david.miller14@sjsu.edu,welcomedavid,student
robert.rodriguez6@sjsu.edu,welcomerobert,student
michael.garcia9@sjsu.edu,welcomemichael,student
john.martinez6@sjsu.edu,welcomejohn,student
emma.miller10@sjsu.edu,welcomeemma,student
robert.rodriguez7@sjsu.edu,welcomerobert,student
emma.garcia10@sjsu.edu,welcomeemma,student
emma.davis12@sjsu.edu,welcomeemma,student
david.jones13@sjsu.edu,welcomedavid,student
david.rodriguez9@sjsu.edu,welcomedavid,student
sarah.jones11@sjsu.edu,welcomesarah,student
john.miller4@sjsu.edu,welcomejohn,student
david.garcia10@sjsu.edu,welcomedavid,student
emily.miller12@sjsu.edu,welcomeemily,student
emily.garcia14@sjsu.edu,welcomeemily,student
emily.martinez10@sjsu.edu,welcomeemily,student
laura.martinez12@sjsu.edu,welcomelaura,student
david.smith10@sjsu.edu,welcomedavid,student
emma.jones12@sjsu.edu,welcomeemma,student
alex.brown10@sjsu.edu,welcomealex,student
david.miller15@sjsu.edu,welcomedavid,student
david.smith11@sjsu.edu,welcomedavid,student
john.williams9@sjsu.edu,welcomejohn,professor
sarah.martinez10@sjsu.edu,welcomesarah,professor
alex.miller10@sjsu.edu,welcomealex,professor
david.jones14@sjsu.edu,welcomedavid,professor
david.williams9@sjsu.edu,welcomedavid,professor
emily.jones8@sjsu.edu,welcomeemily,professor
michael.johnson14@sjsu.edu,welcomemichael,professor
robert.miller10@sjsu.edu,welcomerobert,professor
laura.williams11@sjsu.edu,welcomelaura,professor
michael.williams8@sjsu.edu,welcomemichael,professor
alex.davis13@sjsu.edu,welcomealex,professor
laura.davis17@sjsu.edu,welcomelaura,professor
robert.martinez13@sjsu.edu,welcomerobert,professor
david.martinez12@sjsu.edu,welcomedavid,professor
laura.smith16@sjsu.edu,welcomelaura,professor
alex.smith8@sjsu.edu,welcomealex,professor
laura.johnson11@sjsu.edu,welcomelaura,professor
laura.davis18@sjsu.edu,welcomelaura,professor
michael.williams9@sjsu.edu,welcomemichael,professor
laura.davis19@sjsu.edu,welcomelaura,professor
sarah.johnson9@sjsu.edu,welcomesarah,professor
emily.rodriguez8@sjsu.edu,welcomeemily,professor
david.williams10@sjsu.edu,welcomedavid,professor
emma.davis13@sjsu.edu,welcomeemma,professor
alex.williams7@sjsu.edu,welcomealex,professor
jane.jones8@sjsu.edu,welcomejane,professor
laura.brown10@sjsu.edu,welcomelaura,professor
david.jones15@sjsu.edu,welcomedavid,professor
laura.williams12@sjsu.edu,welcomelaura,professor
michael.johnson15@sjsu.edu,welcomemichael,professor
